	label	int_0	int_1	int_2	int_3	int_4	int_5	int_6	int_7	int_8	int_9	int_10	int_11	int_12	cat_0	cat_1	cat_2	cat_3	cat_4	cat_5	cat_6	cat_7	cat_8	cat_9	cat_10	cat_11	cat_12	cat_13	cat_14	cat_15	cat_16	cat_17	cat_18	cat_19	cat_20	cat_21	cat_22	cat_23	cat_24	cat_25
10	0	3.0	106.0		60.0	2.0	0.0	0.0	1	2	0.0	1.0	17920.0		3498106077	4229139441	4184345068	4064690171	1823021519	1875733963	4006656645	3707335525	1425822847	137416111	827317522	599768566	2809809494	3192841527	3149277104	1289502458	1966974451	3088518074	2501034507	1683449969	130050020	353566893	2769812476	2377186487	863732138	3075991895
11	0	3.0		5.0			0.0	0.0	20	41	0.0		1310.0	5.0	3857972621	2695561126	4108612787	4064690171	3338408147	1875733963	2034313842	1128426537	776897055	2112471209	1716706404	412491340	3212366036	3192841527	4089183897	1289502458	3523761834	1915933207	2501034507	4273985635	2737978529	3370249814	391309800	869008678	4284827650	3075991895
12	0	2.0	918.0			1.0	0.0	0.0	370	5	0.0	1.0	4661.0		1975234312	492667498	3433898181	1743571057	320206454	1875733963	1356133323	167288989	1189011366	3175623692	2214409913	3315204327	4110171230	1427708937	4269073758	282933060	1966974451	3088518074	2501034507	3931303265	3540294357	1553992418	3213626781	1612970158	809724924	3075991895
13	0	10.0	212.0	4.0	187.0	12.0	0.0	0.0	1	32	0.0	3.0	2867.0	4.0	4246902013	1484384883	1460984402	1743571057	2973593687	1875733963	1322301935	2404717433	2096006227	2358085406	1413420239	1543169492	2809809494	505547649	4003983379	622131485	528467723	2716538129	3030020765	47140016	947912334	1912445603	1385428657	284864143	4284827650	3075991895
14	0	10.0	1390.0	1.0		20.0	0.0	0.0	1	12	0.0	5.0	2864.0	1.0	1871213437	2341080009	1952422788	4064690171	4244194677	1875733963	3797778644	1965745100	776897055	1296003033	2357581355	525740354	2809809494	3192841527	784405455	1289502458	3523761834	3088518074	328343971	2209254957	1413333890	3319926058	2954221094	2091638717	4284827650	3977271069
15	0	10.0	81.0	1.0			0.0	0.0	1	3	0.0		454439.0	1.0	2136353251	4132726727	820484473	2584037435	1716517188	2442946788	3116953016	1613948889	776897055	2401363036	1465936716	1522683689	4110171230	3192841527	1251878217	1289502458	3523761834	3088518074	328343971	3471199522	3346512592	3402840335	633028848	778445592	4284827650	3730030073
16	0	5.0	90.0		51.0	2.0	0.0	0.0	1	2	0.0	1.0	22989.0		1269427234	1895891965	1450634059	1696716320	373427406	1875733963	3977569914	167288989	3797568529	542682590	2538927852	309420420	3212366036	1377673163	721959830	282933060	1966974451	3088518074	2501034507	698524095	3120862955	3381852781	1828436893	2374410590	809724924	3075991895
17	0	8.0	55.0			4.0	0.0	0.0	520	1	0.0	1.0	18763.0		2984579910	492667498	4075713060	1743571057	3338408147	1875733963	1870800166	167288989	776897055	3948302968	2214409913	309420420	3766272845	1427708937	4269073758	282933060	1966974451	2716538129	1427708937	3246444094	3540294357	1170967814	3213626781	256067860	4284827650	3075991895
18	0	6.0	109.0	8.0	11.0	7.0	4.0	1.0	8	12	2.0	2.0	462.0	11.0	2919820864	842584199	1599548831	1743571057	3126201598	1875733963	2257974048	2812686080	3689130607	2386043144	4125255468	506178037	4110171230	3192841527	949394871	1289502458	1966974451	2716538129	2501034507	2856352552	4220928546	23892329	695403128	2793492593	3501305765	3075991895
19	0	34.0		30.0	30.0		9.0	0.0	11	31	2.0		11.0	30.0	1845384037	3055216976	3005429059	1065741486	1304631590	1875733963	2090697507	98666645	776897055	3060250136	3262956835	4232180610	2809809494	715825481	2331966509	2496412597	1966974451	3088518074	2501034507	3462994957	3016889489	553913417	3162219959	362554291	809724924	3075991895
20	1	605.0	2114.0	10.0	0.0	63.0	40.0	0.0	123	46	1.0	5.0	1.0	0.0	3019985051	2338905016	472170889	724239315	3338408147	1875733963	2413186366	3010868381	776897055	2288654243	4198992553	309420420	2809809494	3192841527	2597731003	1289502458	3523761834	1653545869	2501034507	237614554	109296751	1203346816	1822169768	1852778956	4284827650	3075991895
21	0	147.0	537.0	10.0			0.0	0.0	2	11	0.0		481383.0	10.0		297122839	109577165	1743571057	3338408147	2442946788	341615996	863762341	3797568529			309420420	12976055	3192841527	3945067909	1289502458	3523761834	3088518074	2501034507				2102959704	120823523	3452117374	3075991895
22	0	1.0	45.0	1.0	9.0	64.0	0.0	0.0	3	1	0.0	4.0	6459.0	1.0	680032442	1218113414	1887946820	946620910	977565877	1875733963	12203815	2404717433	1425822847	1032973644	1736497976	2705720606	2809809494	1830616706	4003983379	622131485	528467723	2716538129	2501034507	1436221168	1329388301	3909021157	651794648	641225764	863732138	1819479614
23	0	11.0	2517.0		252.0	2.0	0.0	0.0	1	0	0.0	1.0	5018.0			1340840056	531912759	3829160577	668098686	1875733963	2933900880	2810011746	776897055			1016752138	3212366036	3056405960	3604221318	282933060	528467723	3088518074	2501034507				807750780	64178326	809724924	2519208902
24	0	27.0	391.0	5.0	47.0	5.0	1.0	0.0	1	35	1.0	4.0	560.0	19.0	3857972621	2707230801	1123454291	1743571057	668098686	1875733963	2174205780	1128426537	776897055	2112471209	1716706404	309420420	2809809494	3192841527	4089183897	1289502458	3523761834	3088518074	328343971	4273985635	2737978529	3370249814	391309800	3390292275	4284827650	3977271069
25	0	1.0	4.0	2.0	101.0	1.0	0.0	0.0	7	2	0.0	1.0	22368.0	2.0	289673034	3377545940	3389009078	4064690171	3307186766	1875733963	987496449	761660973	635277210	2100415515	1462863605	3727749193	12976055		2969759259			1915933207	2501034507	4020989338	2702855861	3410128253		283326311	188483280	1956777730
26	0	15.0		15.0	35.0		0.0	0.0	44	15	0.0		2882.0	15.0	3857972621	2010066535	3216927222	4064690171	3338408147	1875733963	3877777342	1128426537	2096006227	2112471209	1716706404	329904422	2809809494	3192841527	4089183897	1289502458	3523761834	3088518074	2501034507	4273985635	2737978529	3370249814	391309800	375373618	4284827650	2519208902
27	0	5.0	968.0	0.0	159.0	12.0	0.0	0.0	1720	14	0.0	8.0	5011.0	4.0	1244737732	1748769011	2388171841	4064690171	1922971051	1875733963	4039442379	2899691284	776897055	743204696	1821296105	1238026190	2809809494		1435515390			2716538129	2501034507	1412595764	4150665262	266164338		802363406	4284827650	3075991895
28	0	43.0	2404.0	7.0			0.0	0.0	37	8	0.0		7.0	7.0	1866470108	2072186951	2240793552	1743571057	3338408147	1875733963	1237758170	3063556872	3689130607	97910884	2396206781	1851023453	1079812376	3192841527	2662694896	1289502458	3523761834	2716538129	2054256818	2144230402	1045626026	92595158	351592904	2766503690	3501305765	751740247
29	0	2.0	20.0		16.0	1.0		0.0	2	0		1.0	11743.0		2713949098	3474780911	4213180734	4064690171	571433354	1875733963	798166955	1777728058	2798951977	235001976	2986882855	2429645540	12976055	1079078406	1210432287	2219522392	528467723	3088518074	2501034507	1708170027	2900538000	1597508292	1999340113	446735776	2198890091	3075991895
30	0	1.0	598.0	0.0					5	0			1.0	0.0	2780437565	2338905016	3504528044	3651725911	1341634077	1875733963	3323138411	3010868381	776897055	2886086319	1963263650	1187219649	2809809494	3192841527	2597731003	1289502458	3523761834	3088518074	1427708937	134432691	2382487326	1618985384	594871570	3903316053	809724924	3075991895
31	0	12.0	3.0		6.0		0.0	0.0	25	2	0.0		1725.0		274710562	3281068033	3000880919	4160049047	2106806435	1875733963	1002320862	167288989	502653268	1603797548	1142176917	1566119100	3212366036	1283132042	721959830	282933060	528467723	3088518074	1678260921	4209017559	2391144319	4019093809	760977797	3351158407	4284827650	3977271069
32	0	3.0	654.0		8.0	20.0	21.0	1.0	84	10	1.0	6.0	203.0		3857972621	2010066535	2159324147	3767131019	1304631590	1875733963	2429730737	1128426537	776897055	2112471209	1716706404	4167352415	3567170015	3192841527	4089183897	1289502458	3523761834	1915933207	328343971	4273985635	2737978529	3370249814	391309800	1283824626	809724924	2519208902
33	0	6.0		4.0	4.0		0.0	0.0	9	3	0.0		1971.0	4.0		1895891965	164620100	946620910	668098686	1875733963	3203187587	167288989	1425822847			162172749	12976055	1377673163	721959830	282933060	528467723	3222517464	2501034507				807750780	1679613822	863732138	3075991895
34	0	13.0		0.0	1.0		0.0	1.0	2	1	0.0		1749.0	1.0	1575676725	4082326514	4141567376	3870667502	4139982402	1875733963	2377837440	2812686080	3689130607	3994370533	1240535028	309420420	4110171230	3192841527	949394871	1289502458	528467723	3088518074	2501034507	4261267634	2359464230	612443686	695403128	4151509250	3501305765	751740247
35	0		255.0				0.0	0.0	2	5	0.0		6392.0		2171979514	3055386401	1026338987	1962594752	1544184024	1875733963	435745047	3731833030	1425822847	1457128237	4198992553	309420420	3766272845		4294573235			1915933207	2501034507	640458042	40815887	719995406		2364532330	3855288573	3075991895
36	0	1.0	166.0	1.0	60.0	2.0	0.0	0.0	18	2	0.0	2.0	6518.0	1.0	642999999	2986260423	63408566	1743571057	1878725803	1875733963	2327401562	2878785202	776897055	3862796468	3375960943	692557233	3212366036		1555857258			3088518074	277481113	1199873621	1941173357	3650402912		4109840284	4284827650	732485511
37	0		424.0		81.0	11.0	0.0	0.0	1	22	0.0	7.0	3096.0			493368123	1833060664	4005975690	668098686	1875733963	1166295254	548015521	635277210			2424862611	2809809494		62285503			3065808581	2501034507					773539584	840512973	3075991895
38	0	1.0	4296.0		920.0	1.0	0.0	0.0	0	4	0.0	1.0	7835.0		2318081603	3438741866	1783015061	1696716320	4155444497	1875733963	3064159460	3731833030	3797568529	823676477	4198992553	825269468	12976055		4294573235			3088518074	2501034507	2149905503	109296751	4202613356		4274569302	3452117374	3977271069
39	0	28.0		6.0	31.0	6.0	1.0	0.0	936	0	1.0	1.0	643.0	28.0	2912479346	1108003845	2683029244	4064690171	3338408147	1875733963	1103721655	3759386467	776897055	1658458595	344410230	3983848296	2809809494	3192841527	3921236593	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	3876986895	809724924	3787349746
40	0		81.0				0.0	0.0	0	4	0.0		1523.0		2912479346	1704707467	4100995661	2636441832	2697139089	1875733963	1045250959	840975361	776897055	1658458595	344410230	3837010911	3567170015	3192841527	2682544893	1289502458	3523761834	3656866047	3430579509	359448199	2533089687	357969245	3554636163	553020397	809724924	4221093101
41	0		28.0				0.0	0.0	-1	0	0.0		15311.0		917310522	3541874872	2321125326	1439198754	3338408147	1875733963	2603651186	59654189	1425822847	719664966	1148317412	309420420	3766272845		2752408325			1653545869	2501034507	1180209544	3712205368	3288193789		3977047122	863732138	1819479614
42	0	1.0	60.0					0.0	2	0			194330.0		4209788181	3356599224	4060577347	1696716320	3338408147	2442946788	3900689834	59654189	2096006227	549909350	1844497979	977988065	2809809494		1439709351			3088518074	2054256818	4207438030	3851148986	2227375896		1978507344	809724924	791893372
43	0	253.0	995.0	19.0		14.0	0.0	0.0	60	0	0.0	6.0	1584.0	110.0	2912479346	3467021523	4053661481	1785662460	3338408147	1875733963	3067822862	3224853267	2096006227	1658458595	344410230	2594333603	2809809494	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1575636030	809724924	3787349746
44	0	11.0	5100.0	1.0			0.0	0.0	0	24	0.0		6949.0	3.0	924857593	811391289	2350150052	1065741486	834454016	1875733963	1781495857	350277407	776897055	3891284290	1963263650	309420420	3766272845		2282589682			2716538129	169693503	3009005692	2382487326	3601262162		4014720908	809724924	751740247
45	0		334.0			6.0	0.0	0.0	1	4	0.0	1.0	20730.0		2022333787	258174945	3195581658	1873736454	320206454	1875733963	1582605209	3445048764	776897055	384571094	4198992553	309420420	3766272845		390657995			3088518074	2501034507	4014107974	109296751	1854319651		904633684	809724924	3075991895
46	0	18.0	22.0	4.0			0.0	0.0	6	4	0.0		1630.0	4.0	3857972621	2010066535	3197144314	946620910	2290415278	1875733963	3900689834	1128426537	776897055	2112471209	1716706404	347352717	2809809494	3192841527	4089183897	1289502458	3523761834	3656866047	2501034507	4273985635	2737978529	3370249814	391309800	1978507344	809724924	2519208902
47	0	18.0	26.0				0.0	0.0	5	3	0.0		6592.0		604708659	3655635845	2244399719	2965759304	3338408147	1875733963	606998112	4079000489	3772319435	744187695	228770668	1190190339	1079812376		612696308			3088518074	2501034507	766900356	138086934	243673455		3129743594	1474520440	1819479614
48	0	13.0	100.0	6.0		4.0	0.0	0.0	584	0	0.0	1.0	14257.0	9.0	2912479346	276055216	3857899876	4064690171	320206454	1875733963	1913102407	1530326965	2096006227	1658458595	344410230	3196476218	2809809494	3192841527	84557650	1289502458	3523761834	1915933207	3430579509	359448199	2533089687	357969245	3554636163	2333544717	809724924	3787349746
49	0		217.0				0.0	0.0	-1	2	0.0		52270.0		2788589021	1512405690	962670835	4064690171	320206454	2442946788	1566085899	59654189	3797568529	1977565862	410672287	2871533098	2809809494		406156180			2716538129	164151852	2364033448	3861564152	2925737789		1672201409	2568167914	3075991895
50	1	5.0	94.0			2.0	0.0	0.0	0	4	0.0	2.0	37526.0		2227172683	2597238454	612267266	635802158	1922971051	2442946788	3755024584	2913309461	635277210	4074716651	3702546616	1490012749	2809809494		1663214176			3088518074	2501034507	1725981772	2399208763	945440062		251213952	188483280	1819479614
51	0	10.0	537.0			3.0	0.0	0.0	18	1	0.0	2.0	12322.0		642999999	2129820705	4094081843	1913430577	1922971051	1875733963	834671163	3563138140	635277210	3862796468	3375960943	3629631151	3212366036		501691578			3088518074	2501034507	1199873621	1941173357	3650402912		2606588854	188483280	3075991895
52	0	6.0	72.0		10.0	33.0		0.0	32	0		4.0	3656.0		3424147695	1895891965	1128853119	4064690171	3338408147	1875733963	1622607853	167288989	776897055	4245255541	4188092379	1404055865	649792258	2648794149	721959830	282933060	1966974451	3088518074	164151852	3184004333	1770256469	1652432011	1306237842	1474373268	4284827650	3075991895
53	0	11.0	125.0	3.0			0.0	0.0	3	5	0.0		378727.0	3.0	66922694	3519246534	3272877169	1743571057	1341634077	2442946788	1565908732	2477984261	2096006227	999831254	2096163954	1338326121	3212366036	3192841527	2754491218	1289502458	3523761834	3088518074	2501034507	2092432681	3922846652	1812235726	34155781	3253604454	4284827650	751740247
54	0	10.0	360.0	20.0	49.0	40.0	0.0	0.0	0	20	0.0	5.0	2964.0	20.0	4134998355	2772306765	1590479886	946620910	1774069635	1875733963	193400312	59654189	776897055	640482644	2661835686	1891329640	2809809494		4112262002			3078037073	2501034507	3443225365	3836099510	1823789211		1211646554	809724924	751740247
55	0	12.0	271.0	16.0	77.0	11.0	0.0	0.0	1	20	0.0	3.0	6425.0	16.0	1993876309	3814200079	2463625708	1743571057	4140610959	1875733963	369986992	218534935	776897055	101314237	2235579509	2705720606	2809809494	3192841527	2879474791	1289502458	3523761834	1334884125	2501034507	314751486	2123035332	2853119787	3323360141	2943552657	4284827650	751740247
56	0	245.0	550.0	36.0	244.0		2.0	0.0	5	1	1.0		866.0	167.0	2912479346	1137627747	210013933	4064690171	3881109069	1875733963	3426009211	1743268684	776897055	1658458595	344410230	309420420	3212366036	3192841527	125147111	1289502458	3523761834	2716538129	3430579509	359448199	2533089687	357969245	3554636163	1343234675	4284827650	3787349746
57	0	1.0	320.0	5.0	70.0	10.0	0.0	0.0	24	9	0.0	9.0	3487.0	5.0	1943966925	3720248656	4275612636	4281739716	3881109069	1875733963	3285633909	1074812670	1425822847	1902095993	4159681576	309420420	12976055		3272498310			3088518074	2501034507	890962441	2942189622	2461575337		385153631	863732138	3977271069
58	0	1.0	330.0	2.0	39.0	7.0	0.0	0.0	0	34	0.0	2.0	63.0	2.0	642999999	1533765301	2609173027	1696716320	1341634077	1875733963	315791131	2878785202	3797568529	3862796468	3375960943	1941839748	3567170015		3716106391			3088518074	277481113	1199873621	1941173357	3650402912		2825467888	3452117374	732485511
59	0	21.0	1684.0			3.0	0.0	0.0	124	0	0.0	1.0	6708.0		2912479346	1035683902	1540681831	1873736454	320206454	1875733963	381720881	1422750306	2760775405	1658458595	344410230	3165612877	3212366036	3192841527	2789010895	1289502458	3523761834	741686172	3430579509	359448199	2533089687	357969245	3554636163	514522845	809724924	3787349746
60	0	2.0	97.0	1.0		30.0	0.0	0.0	48	0	0.0	3.0	10330.0	1.0	2912479346	3467021523	385206234	4064690171	3338408147	1875733963	1195443481	3224853267	502653268	1658458595	344410230	3801014221	2809809494	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	100979787	809724924	3787349746
61	0		321.0		54.0	9.0	0.0	0.0	42	6	0.0	8.0	1301.0		847351451	3897668255	1495102537	3870667502	1823021519	1875733963	3900689834	2280673436	776897055	78200622	2531282085	3466851827	2809809494	3192841527	2248783048	1289502458	3523761834	3088518074	2501034507	2748552900	2755554318	4025737676	3748598549	1978507344	809724924	3075991895
62	0		73.0	5.0		3.0	0.0	0.0	26	6	0.0	1.0	4760.0	5.0	2022333787	3497684742	3247891026	4174702128	4087602340	1875733963	1135871450	849910540	2096006227	384571094	4198992553	1063687647	3212366036		3812115385			2716538129	2501034507	4014107974	109296751	1854319651		1774679722	4284827650	751740247
63	0	13.0	181.0	0.0	102.0	1.0	0.0	0.0	0	18	0.0	1.0	8730.0	15.0	3000138318	1067799750	2565155884	2584037435	4185998857	1875733963	1244481	3966805380	776897055	2101742553	4198992553	309420420	12976055		498434367			1915933207	169693503	2340424280	109296751	369154330		4248361163	3579284052	3075991895
64	0	17.0	9.0	16.0			0.0	0.0	0	26	0.0		1203.0	16.0	874301354	1831498906	285233321	4064690171	1304631590	1875733963	4039186771	4079000489	1425822847	3483263973	228770668	309420420	3766272845		612696308			3088518074	169693503	1178549515	2145725019	64860972		503138871	3855288573	1819479614
65	0	76.0	5.0	32.0		1.0	0.0	0.0	32	0	0.0	1.0	2162.0	35.0	2912479346	3467021523	4053661481	3651725911	3378806743	1875733963	3067822862	3224853267	776897055	1658458595	344410230	764975646	12976055	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1575636030	809724924	3787349746
66	0	1.0	481.0	2.0	25.0	32.0	2.0	10.0	1	27	1.0	13.0	990.0	2.0	1296774527	1451212253	402170342	1065741486	4033182751	1875733963	762450494	59654189	776897055	3060076445	2277309231	1012489783	649792258		3772573428			1036164741	164151852	2839919727	4266441686	3883476630		1506155847	4284827650	3075991895
67	0	163.0	129.0	1.0	77.0	57.0	0.0	0.0	162	1	0.0	8.0	11328.0	1.0	279495741	3281068033	2562719426	709207554	823765003	1875733963	2489403683	167288989	2096006227	1561162027	4118749756	4212498760	2809809494	1193885315	721959830	282933060	1966974451	2716538129	2501034507	94401307	4106353017	2270521896	2694741359	2556876687	2568167914	3977271069
68	0	93.0		12.0			0.0	0.0	0	12	0.0		64.0	12.0	1784939178	2116501752	976669064	1065741486	320206454	1875733963	1675137058	1444288151	776897055	2119967390	2229879211	309420420	3766272845	1377673163	2939920255	494111824	528467723	3088518074	169693503	2908510013	910606994	2528591538	2372287037	2752768554	2568167914	2690731721
69	0	5.0	1740.0	5.0	7.0	3.0	1.0	0.0	0	5	1.0	2.0	933.0	5.0	3004176811	20968495	3720293724	1065741486	3707328405	1875733963	3986072400	59654189	3772319435	910286263	3189966436	4149968491	1079812376		2295546589			3656866047	164151852	1777126517	4070871799	3401308447		2095298902	1474520440	3075991895
70	0	15.0	7.0	9.0			0.0	0.0	0	10	0.0		20.0	9.0	2458274852	118249125	3945201458	994827525	3338408147	1875733963	1583486686	59654189	635277210	1900741095	2160241040	3963542194	1079812376		781889054			2716538129	2501034507	2854695715	1667689844	2218093493		2460084307	809724924	2519208902
71	0	90.0	722.0	9.0	467.0	6.0	0.0	0.0	16	1	0.0	3.0	10612.0	18.0	2912479346	3716595786	3283728416	4064690171	3718681417	1875733963	3038980823	1804265703	776897055	1658458595	344410230	2222538592	2809809494	3192841527	1339248575	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	296204788	809724924	3787349746
72	0	62.0	136.0	6.0	56.0	41.0	4.0	0.0	0	11	1.0	4.0	760.0	6.0	262659463	1218113414	1070428740	4064690171	3338408147	1875733963	1322301935	2404717433	1425822847	3460182121	1958869318	4037559147	2809809494	1377673163	4003983379	622131485	1966974451	2716538129	2501034507	3809073158	1807369913	630391399	2895991741	284864143	863732138	1819479614
73	0	32.0		17.0			0.0	0.0	0	3	0.0		99.0	20.0	2912479346	276055216	3583518117	2861773395	1208037050	1875733963	2960332811	1530326965	776897055	1658458595	344410230	309420420	2809809494	3192841527	84557650	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	2849025563	809724924	3787349746
74	0	14.0	25.0	6.0	57.0		0.0	0.0	31	15	0.0		1643.0	15.0	3848249799	129009989	473779485	4064690171	320206454	1875733963	2977913769	2984606342	776897055	1373392773	1319459464	4198059837	3212366036	3192841527	678095163	1289502458	3523761834	1580632079	2501034507	1630567318	1481726033	3537874263	130526650	2909489518	809724924	3730030073
75	0		508.0			1.0	0.0	0.0	0	25	0.0	1.0	57.0		2912479346	2638463392	3218137065	4160049047	2747815397	1875733963	1081086447	1422750306	776897055	1658458595	344410230	309420420	649792258	3192841527	1908383105	1289502458	3523761834	3078037073	3430579509	359448199	2533089687	357969245	3554636163	3208165466	809724924	4221093101
76	0	2.0	253.0	2.0			0.0	0.0	9	2	0.0		193433.0	2.0	2256573018	227135304	1132692792	4064690171	3338408147	2442946788	1371003781	59654189	502653268	2259698053	609413632	344820866	2809809494		3932986610			3088518074	2501034507	2980710324	3395996200	487913565		582963170	2568167914	751740247
77	0	41.0	197.0	6.0		6.0	0.0	0.0	14	7	0.0	1.0	7020.0	9.0	2912479346	1035683902	2357839640	4064690171	2197334255	1875733963	3172313784	1422750306	3797568529	1658458595	344410230	3393977183	2809809494	3192841527	2789010895	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	1562496811	3452117374	3787349746
78	0	2.0	8.0						58	0			5.0		2912479346	3467021523	1098801411	1873736454	3578942582	1875733963	1177052191	3224853267	1189011366	1658458595	344410230	309420420	2809809494	3192841527	4257866757	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	2260902768	809724924	3787349746
79	0	61.0	1136.0	47.0			0.0	1.0	50	0	0.0		1091.0	47.0	2912479346	876591860	2261628929	1743571057	2749487204	1875733963	4172581088	1821652564	3797568529	1658458595	344410230	309420420	3567170015	3192841527	4068961324	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	421040350	3452117374	3787349746
80	0	5.0	46.0	7.0	27.0	1.0	0.0	0.0	41	22	0.0	1.0	4546.0	7.0	3181873656	3565561480	2070244395	3337888341	864671360	1875733963	2291057370	2995292144	1189011366	1377834300	4225116354	3897110546	12976055		2244395453			3088518074	164151852	3482506481	1815447876	2420938639		803673509	809724924	3075991895
81	0	9.0	242.0	2.0		1.0	0.0	0.0	270	0	0.0	1.0	1465.0	2.0	2912479346	3370938536	2096419398	4005975690	3338408147	1875733963	305748765	4127583099	776897055	1658458595	344410230	675334656	12976055	3192841527	2134471789	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	4254492801	4284827650	3787349746
82	0	83.0	2100.0	51.0	9.0	11.0	2.0	0.0	151	12	2.0	2.0	1.0	0.0	2912479346	4213085658	2967318375	2965759304	1922971051	1875733963	880491250	1065641194	776897055	1658458595	344410230	2340669319	4110171230	3192841527	3279262221	1289502458	3523761834	3088518074	3430579509	359448199	2533089687	357969245	3554636163	262442135	2568167914	3787349746
83	0	1.0	34.0			1.0	0.0	0.0	2	1	0.0	1.0	14372.0		1238286856	3185561872	2722264601	1743571057	508087614	1875733963	651228603	2997009687	1425822847	990053859	380036079	3469125799	12976055	3192841527	1464245437	1289502458	528467723	1653545869	2501034507	1059129551	2728104144	37348939	2487283191	3860427835	863732138	2519208902
84	0	9.0							5	0			875193.0		2912479346	3522879004	2164626639	1873736454	1304631590	2442946788	3356963024	1800531412	1189011366	1658458595	344410230	1859127446	3212366036	3192841527	3455840813	1289502458	3523761834	3657276081	3430579509	359448199	2533089687	357969245	3554636163	3602512534	809724924	3787349746
